facility,location,cases,deaths,address,lon,lat
The Phoenix at Lake Lanier assisted living facility,"Gainesville, Ga.",51,3,"The Phoenix at Lake Lanier assisted living facility, Gainesville, Ga.",-83.8240663,34.2978794
Terracina Post Acute nursing home,"Redlands, Calif.",195,2,"Terracina Post Acute nursing home, Redlands, Calif.",-117.1825381,34.0555693
Bria of Forest Edge skilled nursing and rehabilitation,"Chicago, Ill.",139,2,"Bria of Forest Edge skilled nursing and rehabilitation, Chicago, Ill.",-87.6297982,41.8781136
Fayette Health and Rehabilitation Center,"Baltimore, Md.",112,2,"Fayette Health and Rehabilitation Center, Baltimore, Md.",-76.6121893,39.2903848
Kensington Healthcare Center,"Kensington, Md.",80,2,"Kensington Healthcare Center, Kensington, Md.",-77.0763669,39.0256651
Regency Gardens Post-Acute Rehabilitation and Nursing Center,"Wayne, N.J.",74,2,"Regency Gardens Post-Acute Rehabilitation and Nursing Center, Wayne, N.J.",-74.2765441,40.92537249999999
Extended Care Hospital nursing home,"Riverside, Calif.",59,2,"Extended Care Hospital nursing home, Riverside, Calif.",-117.3754942,33.9806005
Sunset Estates nursing home,"Purcell, Okla.",56,2,"Sunset Estates nursing home, Purcell, Okla.",-97.3611394,35.0136831
Fairmont Skilled Nursing and Therapy,"Oklahoma City, Okla.",55,2,"Fairmont Skilled Nursing and Therapy, Oklahoma City, Okla.",-97.5164276,35.4675602
Life Care Center of South Las Vegas nursing home,"Las Vegas, Nev.",55,2,"Life Care Center of South Las Vegas nursing home, Las Vegas, Nev.",-115.1398296,36.1699412
Salmos 23 Assisted Living Facility,"Hialeah, Fla.",53,2,"Salmos 23 Assisted Living Facility, Hialeah, Fla.",-80.2781057,25.8575963
Anaheim Healthcare Center,"Anaheim, Calif.",113,1,"Anaheim Healthcare Center, Anaheim, Calif.",-117.9143012,33.8365932
Sierra Valley Rehabilitation Center,"Porterville, Calif.",105,1,"Sierra Valley Rehabilitation Center, Porterville, Calif.",-119.0167679,36.06523
Lindsay Gardens Nursing and Rehabilitation,"Lindsay, Calif.",105,1,"Lindsay Gardens Nursing and Rehabilitation, Lindsay, Calif.",-119.08816,36.2030064
Country Hills Post Acute,"El Cajon, Calif.",103,1,"Country Hills Post Acute, El Cajon, Calif.",-116.9625269,32.7947731
Valley House Rehabilitation Center,"Santa Clara, Calif.",96,1,"Valley House Rehabilitation Center, Santa Clara, Calif.",-121.9552356,37.3541079
Golden Cross Health Care,"Pasadena, Calif.",93,1,"Golden Cross Health Care, Pasadena, Calif.",-118.1445155,34.1477849
Meadows Ridge Care Center nursing home,"Colton, Calif.",92,1,"Meadows Ridge Care Center nursing home, Colton, Calif.",-117.3136547,34.0739016
Harbor Villa Care Center,"Anaheim, Calif.",89,1,"Harbor Villa Care Center, Anaheim, Calif.",-117.9143012,33.8365932
Valencia Gardens Health Care Center,"Riverside, Calif.",85,1,"Valencia Gardens Health Care Center, Riverside, Calif.",-117.3754942,33.9806005
Bria of River Oaks skilled nursing and rehabilitation,"Burnham, Ill.",83,1,"Bria of River Oaks skilled nursing and rehabilitation, Burnham, Ill.",-87.55671079999999,41.638924
Huntington Post Acute nursing home,"Los Angeles, Calif.",81,1,"Huntington Post Acute nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Reche Canyon Regional Rehabilitation Center,"Colton, Calif.",79,1,"Reche Canyon Regional Rehabilitation Center, Colton, Calif.",-117.3136547,34.0739016
Long Beach Care Center nursing home,"Long Beach, Calif.",79,1,"Long Beach Care Center nursing home, Long Beach, Calif.",-118.1937395,33.7700504
Pacifica Nursing and Rehab Center,"Pacifica, Calif.",77,1,"Pacifica Nursing and Rehab Center, Pacifica, Calif.",-122.4869194,37.6138253
Villa Rancho Bernardo Care Center,"San Diego, Calif.",77,1,"Villa Rancho Bernardo Care Center, San Diego, Calif.",-117.1610838,32.715738
Orange Healthcare and Wellness Centre nursing home,"Orange, Calif.",76,1,"Orange Healthcare and Wellness Centre nursing home, Orange, Calif.",-117.8531007,33.7879139
Carlton Senior Living,"Pleasant Hill, Calif.",75,1,"Carlton Senior Living, Pleasant Hill, Calif.",-122.0607963,37.9479786
White House Healthcare & Rehabilitation Center,"Orange, N.J.",72,1,"White House Healthcare & Rehabilitation Center, Orange, N.J.",-74.2326478,40.7706187
Villa Mesa Care Center skilled nursing,"Upland, Calif.",72,1,"Villa Mesa Care Center skilled nursing, Upland, Calif.",-117.6483876,34.09751
Orinda Care Center convalescent hospital,"Orinda, Calif.",71,1,"Orinda Care Center convalescent hospital, Orinda, Calif.",-122.1796888,37.8771476
Signature HealthCARE of Buckhead nursing home,"Atlanta, Ga.",70,1,"Signature HealthCARE of Buckhead nursing home, Atlanta, Ga.",-84.3879824,33.7489954
Community Care On Palm skilled nursing facility,"Riverside, Calif.",68,1,"Community Care On Palm skilled nursing facility, Riverside, Calif.",-117.3754942,33.9806005
Excell Healthcare Center,"Oakland, Calif.",66,1,"Excell Healthcare Center, Oakland, Calif.",-122.2711639,37.8043514
Elkins Crest Health & Rehabilitation Center,"Elkins Park, Pa.",66,1,"Elkins Crest Health & Rehabilitation Center, Elkins Park, Pa.",-75.1253492,40.0697037
Balboa Nursing and Rehabilitation Center,"San Diego, Calif.",66,1,"Balboa Nursing and Rehabilitation Center, San Diego, Calif.",-117.1610838,32.715738
Pasadena Grove Health Center,"Los Angeles, Calif.",65,1,"Pasadena Grove Health Center, Los Angeles, Calif.",-118.2436849,34.0522342
Rose Garden Healthcare Center,"Pasadena, Calif.",62,1,"Rose Garden Healthcare Center, Pasadena, Calif.",-118.1445155,34.1477849
Magnolia Rehabilitation and Nursing Center,"Riverside, Calif.",61,1,"Magnolia Rehabilitation and Nursing Center, Riverside, Calif.",-117.3754942,33.9806005
The Ridge Post-Acute nursing home,"San Jose, Calif.",60,1,"The Ridge Post-Acute nursing home, San Jose, Calif.",-121.8863286,37.3382082
Devereux Pennsylvania Adult Services,"Devereux, Pa.",55,1,"Devereux Pennsylvania Adult Services, Devereux, Pa.",-75.33241989999999,40.04839
Asistencia Villa Rehabilitation and Care Center,"Redlands, Calif.",54,1,"Asistencia Villa Rehabilitation and Care Center, Redlands, Calif.",-117.1825381,34.0555693
Country Hills Health Care Center,"El Cajon, Calif.",52,1,"Country Hills Health Care Center, El Cajon, Calif.",-116.9625269,32.7947731
Doctors Subacute Care rehabilitation facility,"Paterson, N.J.",50,1,"Doctors Subacute Care rehabilitation facility, Paterson, N.J.",-74.17181099999999,40.9167654
Crandall Medical Center,"Sebring, Ohio",144,0,"Crandall Medical Center, Sebring, Ohio",-81.01898159999999,40.9228363
Arbors nursing home,"Stow, Ohio",128,0,"Arbors nursing home, Stow, Ohio",-81.44038979999999,41.1595005
Scioto Community nursing home,"Columbus, Ohio",125,0,"Scioto Community nursing home, Columbus, Ohio",-82.99879419999999,39.9611755
Carrington Place of St. Pete rehabilitation center,"St. Petersburg, Fla.",110,0,"Carrington Place of St. Pete rehabilitation center, St. Petersburg, Fla.",-82.64029149999999,27.7676008
Koester Pavilion nursing home and rehabilitation,"Troy, Ohio",109,0,"Koester Pavilion nursing home and rehabilitation, Troy, Ohio",-84.20327669999999,40.0394982
Lakes of Monclova nursing home,"Maumee, Ohio",107,0,"Lakes of Monclova nursing home, Maumee, Ohio",-83.65382439999999,41.5628294
Kingston Care Center,"Sylvania, Ohio",105,0,"Kingston Care Center, Sylvania, Ohio",-83.7129935,41.7189392
Windsor House at Omni Manor nursing home,"Youngstown, Ohio",102,0,"Windsor House at Omni Manor nursing home, Youngstown, Ohio",-80.6495194,41.0997803
Bishop Drumm Retirement Center,"Johnston, Iowa",102,0,"Bishop Drumm Retirement Center, Johnston, Iowa",-93.7130493,41.6709834
ManorCare Health Services nursing home,"Pottsville, Pa.",102,0,"ManorCare Health Services nursing home, Pottsville, Pa.",-76.195499,40.6856456
Willowood Care Center,"Brunswick, Ohio",101,0,"Willowood Care Center, Brunswick, Ohio",-81.8418006,41.2381096
Northdale Rehabilitation Center,"Tampa, Fla.",99,0,"Northdale Rehabilitation Center, Tampa, Fla.",-82.4571776,27.950575
The Normandy Care Center nursing home,"Rocky River, Ohio",99,0,"The Normandy Care Center nursing home, Rocky River, Ohio",-81.8497567,41.4768217
Wesley Glen Retirement Community,"Columbus, Ohio",98,0,"Wesley Glen Retirement Community, Columbus, Ohio",-82.99879419999999,39.9611755
Trinity Center at Luther Park nursing home,"Des Moines, Iowa",97,0,"Trinity Center at Luther Park nursing home, Des Moines, Iowa",-93.6249593,41.5868353
Sapphire of Tucson Nursing and Rehab,"Tucson, Ariz.",95,0,"Sapphire of Tucson Nursing and Rehab, Tucson, Ariz.",-110.9747108,32.2226066
Westpark Neurology and Rehabilitation Center,"Cleveland, Ohio",95,0,"Westpark Neurology and Rehabilitation Center, Cleveland, Ohio",-81.6943605,41.49932
Smithville Western Care Center nursing home and assisted living,"Wooster, Ohio",93,0,"Smithville Western Care Center nursing home and assisted living, Wooster, Ohio",-81.935143,40.8050565
Harmony House Health Care Center,"Waterloo, Iowa",92,0,"Harmony House Health Care Center, Waterloo, Iowa",-92.34257749999999,42.492786
Majestic Care of Whitehall nursing home,"Whitehall, Ohio",92,0,"Majestic Care of Whitehall nursing home, Whitehall, Ohio",-82.8854559,39.9667308
The Colony Healthcare Center,"Tallmadge, Ohio",92,0,"The Colony Healthcare Center, Tallmadge, Ohio",-81.441779,41.1014451
Ohman Family Living Facility senior care,"Middlefield, Ohio",91,0,"Ohman Family Living Facility senior care, Middlefield, Ohio",-81.0737079,41.4619986
Briar Hill Health Care Residence nursing home,"Middlefield, Ohio",91,0,"Briar Hill Health Care Residence nursing home, Middlefield, Ohio",-81.0737079,41.4619986
Columbus Colony nursing home,"Westerville, Ohio",90,0,"Columbus Colony nursing home, Westerville, Ohio",-82.9318807,40.1266689
Forest Hills Center Skilled Nursing and Rehab,"Columbus, Ohio",89,0,"Forest Hills Center Skilled Nursing and Rehab, Columbus, Ohio",-82.99879419999999,39.9611755
Burlington House assisted living,"Cincinnati, Ohio",88,0,"Burlington House assisted living, Cincinnati, Ohio",-84.5120196,39.1031182
Pebble Creek Healthcare Center nursing home,"Akron, Ohio",88,0,"Pebble Creek Healthcare Center nursing home, Akron, Ohio",-81.51900529999999,41.0814447
Mercy Health West Park senior living,"Cincinnati, Ohio",87,0,"Mercy Health West Park senior living, Cincinnati, Ohio",-84.5120196,39.1031182
Amherst Meadows Care Center,"Massillon, Ohio",86,0,"Amherst Meadows Care Center, Massillon, Ohio",-81.52150929999999,40.7967244
The Laurels nursing home,"Worthington, Ohio",86,0,"The Laurels nursing home, Worthington, Ohio",-83.017962,40.0931191
Spring Meadows nursing home,"Holland, Ohio",85,0,"Spring Meadows nursing home, Holland, Ohio",-83.711604,41.621718
Summit's Trace Healthcare Center,"Columbus, Ohio",85,0,"Summit's Trace Healthcare Center, Columbus, Ohio",-82.99879419999999,39.9611755
Altercare Alliance nursing home,"Alliance, Ohio",83,0,"Altercare Alliance nursing home, Alliance, Ohio",-81.10593089999999,40.9153362
Living Center West nursing home,"Cedar Rapids, Iowa",82,0,"Living Center West nursing home, Cedar Rapids, Iowa",-91.6656232,41.9778795
Torrey Pines Post Acute and Rehabilitation Hospital,"Las Vegas, Nev.",81,0,"Torrey Pines Post Acute and Rehabilitation Hospital, Las Vegas, Nev.",-115.1398296,36.1699412
Pearl Valley Rehabilitation and Healthcare Center,"Muscatine, Iowa",81,0,"Pearl Valley Rehabilitation and Healthcare Center, Muscatine, Iowa",-91.0432051,41.424473
St. Anthony Nursing Care Center,"Warren, Mich.",80,0,"St. Anthony Nursing Care Center, Warren, Mich.",-83.01465259999999,42.5144566
Crystal Heights Care Center,"Oskaloosa, Iowa",79,0,"Crystal Heights Care Center, Oskaloosa, Iowa",-92.6493595,41.2916728
Jackson Ridge Rehabilitation and Care,"Canal Fulton, Ohio",79,0,"Jackson Ridge Rehabilitation and Care, Canal Fulton, Ohio",-81.597623,40.8897784
Sunrise View Assisted Living,"Everett, Wash.",78,0,"Sunrise View Assisted Living, Everett, Wash.",-122.2020795,47.9789848
St. Mary's Alzheimer's Center nursing home,"Columbiana, Ohio",78,0,"St. Mary's Alzheimer's Center nursing home, Columbiana, Ohio",-80.69396429999999,40.88839309999999
Sylmar Health and Rehabilitation Center,"Sylmar, Calif.",77,0,"Sylmar Health and Rehabilitation Center, Sylmar, Calif.",-118.4571974,34.3058279
Beeghley Oaks Center for Rehabilitation and Healing,"Youngstown, Ohio",75,0,"Beeghley Oaks Center for Rehabilitation and Healing, Youngstown, Ohio",-80.6495194,41.0997803
Beeghly Oaks Center for Rehabilitation and Healing,"Boardman, Ohio",75,0,"Beeghly Oaks Center for Rehabilitation and Healing, Boardman, Ohio",-80.6628528,41.0242256
St. Francis Manor nursing home,"Grinnell, Iowa",73,0,"St. Francis Manor nursing home, Grinnell, Iowa",-92.7232456,41.74340919999999
Trinity Care Center nursing home,"Round Rock, Texas",70,0,"Trinity Care Center nursing home, Round Rock, Texas",-97.678896,30.5082551
CareCore at Meadows Health Care Center,"Cincinnati, Ohio",68,0,"CareCore at Meadows Health Care Center, Cincinnati, Ohio",-84.5120196,39.1031182
Saybrook Landing Health and Rehabilitation,"Ashtabula, Ohio",68,0,"Saybrook Landing Health and Rehabilitation, Ashtabula, Ohio",-80.7898089,41.8650534
Heatherdowns Rehabilitation and Residential Center,"Toledo, Ohio",68,0,"Heatherdowns Rehabilitation and Residential Center, Toledo, Ohio",-83.5378674,41.6528052
Dolphin Pointe Health Care rehabilitation center,"Jacksonville, Fla.",68,0,"Dolphin Pointe Health Care rehabilitation center, Jacksonville, Fla.",-81.65565099999999,30.3321838
Summerset Assisted Living Center,"Atlanta, Ga.",67,0,"Summerset Assisted Living Center, Atlanta, Ga.",-84.3879824,33.7489954
University Park Nursing and Rehabilitation,"Des Moines, Iowa",67,0,"University Park Nursing and Rehabilitation, Des Moines, Iowa",-93.6249593,41.5868353
Franciscan Care Center nursing home,"Toledo, Ohio",66,0,"Franciscan Care Center nursing home, Toledo, Ohio",-83.5378674,41.6528052
Masternick Memorial Health Care Center nursing home,"New Middletown, Ohio",66,0,"Masternick Memorial Health Care Center nursing home, New Middletown, Ohio",-80.5575706,40.9611712
Summit Rehabilitation & Care Community,"Aurora, Colo.",66,0,"Summit Rehabilitation & Care Community, Aurora, Colo.",-104.8319195,39.7294319
Willow Brook Christian Home,"Columbus, Ohio",64,0,"Willow Brook Christian Home, Columbus, Ohio",-82.99879419999999,39.9611755
Cedarview nursing home,"Lebanon, Ohio",64,0,"Cedarview nursing home, Lebanon, Ohio",-84.2029922,39.4353373
Cedar Crest Nursing and Rehabilitation Center,"Sunnyvale, Calif.",63,0,"Cedar Crest Nursing and Rehabilitation Center, Sunnyvale, Calif.",-122.0363496,37.36883
Villa Maria rehabilitation center,"Fargo, N.D.",62,0,"Villa Maria rehabilitation center, Fargo, N.D.",-96.7898034,46.8771863
Stellar Care Center / Monroe County Care Center,"Woodsfield, Ohio",61,0,"Stellar Care Center / Monroe County Care Center, Woodsfield, Ohio",-81.1153842,39.7625729
Skyview Springs Rehab and Nursing Center,"Luray, Va.",59,0,"Skyview Springs Rehab and Nursing Center, Luray, Va.",-78.4594522,38.665397
Willow Brook Christian Village nursing home,"Delaware, Ohio",59,0,"Willow Brook Christian Village nursing home, Delaware, Ohio",-83.067965,40.2986724
The Meadows of Leipsic nursing home and assisted living,"Leipsic, Ohio",59,0,"The Meadows of Leipsic nursing home and assisted living, Leipsic, Ohio",-83.98466549999999,41.0983846
Warren G Murray Developmental Center,"Centralia, Ill.",59,0,"Warren G Murray Developmental Center, Centralia, Ill.",-89.1316944,38.5285169
Tri County Extended Care Center,"Fairfield, Ohio",59,0,"Tri County Extended Care Center, Fairfield, Ohio",-84.5603187,39.3454673
Salem North Healthcare and Rehabilitation Center,"Salem, Ohio",59,0,"Salem North Healthcare and Rehabilitation Center, Salem, Ohio",-80.8567501,40.9008923
Altercare of Nobles Pond nursing home,"Canton, Ohio",59,0,"Altercare of Nobles Pond nursing home, Canton, Ohio",-81.378447,40.79894729999999
St. Lawrence Rehabilitation Center,"Lawrenceville, N.J.",59,0,"St. Lawrence Rehabilitation Center, Lawrenceville, N.J.",-74.7361013,40.3016375
Arbors at Oregon,"Oregon, Ohio",58,0,"Arbors at Oregon, Oregon, Ohio",-83.48687679999999,41.6436603
Heartland Health Care Center - Livonia,"Livonia, Mich.",58,0,"Heartland Health Care Center - Livonia, Livonia, Mich.",-83.35270969999999,42.36837
Divine Rehabilitation and Nursing at Sylvania,"Sylvania, Ohio",58,0,"Divine Rehabilitation and Nursing at Sylvania, Sylvania, Ohio",-83.7129935,41.7189392
SpringMeade Health Center nursing home,"Tipp City, Ohio",57,0,"SpringMeade Health Center nursing home, Tipp City, Ohio",-84.17216379999999,39.9583892
SKLD West Bloomfield nursing home,"West Bloomfield, Mich.",57,0,"SKLD West Bloomfield nursing home, West Bloomfield, Mich.",-83.373339,42.5678534
Accura HealthCare of Marshalltown,"Marshalltown, Iowa",57,0,"Accura HealthCare of Marshalltown, Marshalltown, Iowa",-92.90803749999999,42.0494674
Granger Nursing and Rehabilitation Center,"Granger, Iowa",57,0,"Granger Nursing and Rehabilitation Center, Granger, Iowa",-93.8243923,41.7610984
S.K.L.D. Perrysburg nursing home,"Perrysburg, Ohio",56,0,"S.K.L.D. Perrysburg nursing home, Perrysburg, Ohio",-83.627157,41.556996
Meadow Wind Health Care Center,"Massillon, Ohio",56,0,"Meadow Wind Health Care Center, Massillon, Ohio",-81.52150929999999,40.7967244
West Bloomfield Health and Rehabilitation Center,"West Bloomfield, Mich.",56,0,"West Bloomfield Health and Rehabilitation Center, West Bloomfield, Mich.",-83.373339,42.5678534
Laurels of Gahanna nursing home,"Columbus, Ohio",55,0,"Laurels of Gahanna nursing home, Columbus, Ohio",-82.99879419999999,39.9611755
Clovernook Healthcare nursing home,"Cincinnati, Ohio",55,0,"Clovernook Healthcare nursing home, Cincinnati, Ohio",-84.5120196,39.1031182
Kingston Residence assisted living,"Perrysburg, Ohio",54,0,"Kingston Residence assisted living, Perrysburg, Ohio",-83.627157,41.556996
